"Ville","Région Belgique","Response","Sandwicherie p1","Distance to Tournai","Distance à Tournai","Distance à Tournai Distance","Write to Other Table"
"Erpe","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Erpe-Mere","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Erpent","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Notre Dame de la Paix 10, 5101 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Erpion","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Bois Du Four 11/D5, 6441 Froidchapelle,BEL",,,"Created 7 records in table ""Full_Table"""
"Erps-Kwerps","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Erquelinnes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Albert 1er 308, 6560 Erquelinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Erquennes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Commerce, 7370 Dour,BEL",,,"Created 10 records in table ""Full_Table"""
"Ertvelde","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Erwetegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Escanaffles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. d'Escanaffles 7, 7760 Celles,BEL",,,"Created 7 records in table ""Full_Table"""
"Esen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Esneux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. Laboulle 101, 4130 Esneux,BEL",,,"Created 10 records in table ""Full_Table"""
"Espierres","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Espierres-Helchin","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Esplechin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Taverne de Maire 7, 7503 Tournai,BEL",,,"Created 10 records in table ""Full_Table"""
"Esquelmes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Tournai 169, 7743 Pecq,BEL",,,"Created 10 records in table ""Full_Table"""
"Essen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Essene","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Estaimbourg","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Jules Vantieghem 21b, 7730 Estaimpuis,BEL",,,"Created 10 records in table ""Full_Table"""
"Estaimpuis","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Jules Vantieghem 21b, 7730 Estaimpuis,BEL",,,"Created 10 records in table ""Full_Table"""
"Estinnes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grande 103, 7120 Estinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Estinnes-au-Mont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Mons 67, 7120 Estinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Estinnes-au-Val","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Mons 28/02, 7120,BEL",,,"Created 10 records in table ""Full_Table"""
"Etalle","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Moulin 74, 6740 Étalle,BEL",,,"Created 10 records in table ""Full_Table"""
"Ethe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Dr Albert Hustin 51, 6760 Virton,BEL",,,"Created 10 records in table ""Full_Table"""
"Etikhove","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Ettelgem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Etterbeek","bruxelles-capitale","bruxelles-capitale",,"https://fr.distance.to/Tournai,BEL/",,,
"Eugies (Frameries)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Alliés 49, 7080 Frameries,BEL",,,"Created 9 records in table ""Full_Table"""
"Eupen","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Gospertstraße 32, 4700 Eupen,BEL",,,"Created 10 records in table ""Full_Table"""
"Evegnée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Voie de Saive 1, 4630 Soumagne,BEL",,,"Created 10 records in table ""Full_Table"""
"Evelette","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Baty 61, 5350,BEL",,,"Created 4 records in table ""Full_Table"""
"Everbeek","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Everberg","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Evere","bruxelles-capitale","bruxelles-capitale",,"https://fr.distance.to/Tournai,BEL/",,,
"Evergem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Evregnies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Jules Vantieghem 21b, 7730 Estaimpuis,BEL",,,"Created 10 records in table ""Full_Table"""
"Evrehailles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Dinant 73, 5537 Anhée,BEL",,,"Created 10 records in table ""Full_Table"""
"Eynatten","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Aachener Straße 98, 4731 Raeren,BEL",,,"Created 10 records in table ""Full_Table"""
"Ezemaal","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Fagnolle","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du, Rue Culot-d'en-Bas 2, 5600,BEL",,,"Created 10 records in table ""Full_Table"""
"Faimes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Liège 28, 4317 Faimes,BEL",,,"Created 10 records in table ""Full_Table"""
"Falaën","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare 87, 5522 Onhaye,BEL",,,"Created 10 records in table ""Full_Table"""
"Falisolle","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Fosses 78/B, 5060 Sambreville,BEL",,,"Created 10 records in table ""Full_Table"""
"Fallais","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Chardon 12, 4260 Braives,BEL",,,"Created 10 records in table ""Full_Table"""
"Falmagne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grande 152, 5500 Dinant,BEL",,,"Created 10 records in table ""Full_Table"""
"Falmignoul","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Haute 38, 5500 Dinant,BEL",,,"Created 10 records in table ""Full_Table"""
"Familleureux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. de la Déportation 61a, 7190 Écaussinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Farciennes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Fleurus 127, 6200 Châtelet,BEL",,,"Created 10 records in table ""Full_Table"""
"Faulx-les-Tombes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Gramptinne 64, 5340 Gesves,BEL",,,"Created 3 records in table ""Full_Table"""
"Fauroeulx","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Lisseroeulx 14a, 7120 Estinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Fauvillers","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand-Rue 76, 6637 Fauvillers,BEL",,,"Created 10 records in table ""Full_Table"""
"Faymonville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. de l'Eglise 14, 4950 Waimes,BEL",,,"Created 10 records in table ""Full_Table"""
"Fays-les-Veneurs","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Menuchamps 6, 6856 Paliseul,BEL",,,"Created 6 records in table ""Full_Table"""
"Fayt-le-Franc","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Place de fayt le franc 9, 7387 Honnelles,BEL",,,"Created 10 records in table ""Full_Table"""
"Fayt-lez-Manage","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. de la Hestre 33, 7170 Manage,BEL",,,"Created 10 records in table ""Full_Table"""
"Felenne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Dinant 4, 5570 Beauraing,BEL",,,"Created 10 records in table ""Full_Table"""
"Feluy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand-Rue de Feluy 2A, 7181 Seneffe,BEL",,,"Created 10 records in table ""Full_Table"""
"Feneur","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Pass. d'Eau 1D, 4681 Oupeye,BEL",,,"Created 10 records in table ""Full_Table"""
"Fernelmont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Grand Champ 3, 5380 Fernelmont,BEL",,,"Created 10 records in table ""Full_Table"""
"Ferrières","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Stavelot 8a, 4190 Ferrières,BEL",,,"Created 10 records in table ""Full_Table"""
"Feschaux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Dinant 4, 5570 Beauraing,BEL",,,"Created 10 records in table ""Full_Table"""
"Fexhe-le-Haut-Clocher","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand'Route 290, 4347 Fexhe-le-Haut-Clocher,BEL",,,"Created 10 records in table ""Full_Table"""
"Fexhe-Slins","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Premier de Ligne 18, 4458 Juprelle,BEL",,,"Created 10 records in table ""Full_Table"""
"Filot","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/En Strée 6, 4181 Hamoir,BEL",,,"Created 10 records in table ""Full_Table"""
"Finnevaux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grande 152, 5500 Dinant,BEL",,,"Created 9 records in table ""Full_Table"""
"Fize-Fontaine","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Waremme 100, 4530 Villers-le-Bouillet,BEL",,,"Created 10 records in table ""Full_Table"""
"Fize-le-Marsal","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand'Route 57b, 4367 Crisnée,BEL",,,"Created 10 records in table ""Full_Table"""
"Flamierge","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. d'Arlon 4, 6600 Bastogne,BEL",,,"Created 10 records in table ""Full_Table"""
"Flavion","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Verte 6, 5620 Florennes,BEL",,,"Created 10 records in table ""Full_Table"""
"Flawinne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Fernand Cochard, 5020 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Flémalle","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Chokier 72, 4400 Flémalle,BEL",,,"Created 10 records in table ""Full_Table"""
"Flémalle-Grande","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Chokier 72, 4400 Flémalle,BEL",,,"Created 10 records in table ""Full_Table"""
"Flémalle-Haute","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Chokier 72, 4400 Flémalle,BEL",,,"Created 10 records in table ""Full_Table"""
"Flénu","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Albert Defrise 3, 7012 Mons,BEL",,,"Created 10 records in table ""Full_Table"""
"Fléron","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Clef 117, 4621 Fléron,BEL",,,"Created 10 records in table ""Full_Table"""
"Fleurus","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 13, 6220 Fleurus,BEL",,,"Created 10 records in table ""Full_Table"""
"Flobecq","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Houppe 9a, 7880 Flobecq,BEL",,,"Created 10 records in table ""Full_Table"""
"Flône","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. Roosevelt 18, 4540 Amay,BEL",,,"Created 10 records in table ""Full_Table"""
"Florée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Magimpré 1, 5334 Assesse,BEL",,,"Created 10 records in table ""Full_Table"""
"Floreffe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Artisans 7, 5150 Floreffe,BEL",,,"Created 10 records in table ""Full_Table"""
"Florennes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Verte 6, 5620 Florennes,BEL",,,"Created 8 records in table ""Full_Table"""
"Florenville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Albert 1er 52, 6820 Florenville,BEL",,,"Created 10 records in table ""Full_Table"""
"Floriffoux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Artisans 7, 5150 Floreffe,BEL",,,"Created 10 records in table ""Full_Table"""
"Flostoy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. de Criel 11C, 5370 Havelange,BEL",,,"Created 10 records in table ""Full_Table"""
"Focant","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Dinant 4, 5570 Beauraing,BEL",,,"Created 10 records in table ""Full_Table"""
"Folx-les-Caves","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Williquet n4, 1350 Orp-Jauche,BEL",,,"Created 10 records in table ""Full_Table"""
"Fontaine-l'Evêque","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Benoit Fauconnier 8, 6140 Fontaine-l'Évêque,BEL",,,"Created 10 records in table ""Full_Table"""
"Fontaine-Valmont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/2 rue de l'église, Rue de l'Eglise 2, 6567 Merbes-le-Château,BEL",,,"Created 10 records in table ""Full_Table"""
"Fontenelle","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Bomerée 2, 6534 Thuin,BEL",,,"Created 10 records in table ""Full_Table"""
"Fontenoille","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. Albert 1er 23, 6800 Florenville,BEL",,,"Created 10 records in table ""Full_Table"""
"Fontenoy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand'Rue 72, 7640 Antoing,BEL",,,"Created 8 records in table ""Full_Table"""
"Fooz","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Bruxelles 40, 4342 Awans,BEL",,,"Created 10 records in table ""Full_Table"""
"Forchies-la-Marche","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Benoit Fauconnier 8, 6140 Fontaine-l'Évêque,BEL",,,"Created 10 records in table ""Full_Table"""
"Forest","bruxelles-capitale","bruxelles-capitale",,"https://fr.distance.to/Tournai,BEL/",,,
"Forest (Hainaut)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Haute 1, 7911 Frasnes-lez-Anvaing,BEL",,,"Created 10 records in table ""Full_Table"""
"Forêt","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Neerstalle 6, 1190 Forest,BEL",,,"Created 10 records in table ""Full_Table"""
"Forge-Philippe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Cendron 10, 6596 Momignies,BEL",,,"Created 10 records in table ""Full_Table"""
"Forges","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Poterie 49a, 6464 Chimay,BEL",,,"Created 10 records in table ""Full_Table"""
"Forrières","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Alliés 1, 6953 Nassogne,BEL",,,"Created 10 records in table ""Full_Table"""
"Forville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Grand Champ 3, 5380 Fernelmont,BEL",,,"Created 7 records in table ""Full_Table"""
"Fosse (Liège)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Gilles 1, 4000 Liège,BEL",,,"Created 10 records in table ""Full_Table"""
"Fosses-la-Ville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Donat Masson 9, 5070 Fosses-la-Ville,BEL",,,"Created 10 records in table ""Full_Table"""
"Fouleng","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Montgomery 84, 7850 Enghien,BEL",,,"Created 10 records in table ""Full_Table"""
"Fourbechies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Bois Du Four 11/D5, 6441 Froidchapelle,BEL",,,"Created 10 records in table ""Full_Table"""
"Fouron-le-Comte","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Fourons","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Fouron-Saint-Martin","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Fouron-Saint-Pierre","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Foy-Notre-Dame","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chem. des Pélerins 1, 5504 Dinant,BEL",,,"Created 10 records in table ""Full_Table"""
"Fraipont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Grand'Rue 250, 4870 Trooz,BEL",,,"Created 10 records in table ""Full_Table"""
"Fraire","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Rocroi 16, 5650 Walcourt,BEL",,,"Created 10 records in table ""Full_Table"""
"Fraiture","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Baraque de Fraiture 11, 6690 Vielsalm,BEL",,,"Created 5 records in table ""Full_Table"""
"Frameries","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Alliés 49, 7080 Frameries,BEL",,,"Created 4 records in table ""Full_Table"""
"Framont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Roch 16A, 6850 Paliseul,BEL",,,"Created 10 records in table ""Full_Table"""
"Franchimont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/All. du Château 15, 4910 Theux,BEL",,,"Created 10 records in table ""Full_Table"""
"Francorchamps","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte du Circuit 16, 4970 Stavelot,BEL",,,"Created 10 records in table ""Full_Table"""
"Franc-Waret","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Constant Dozo 1, 5380 Fernelmont,BEL",,,"Created 10 records in table ""Full_Table"""
